Station_name,State,District,Agency_name,Date,level,lat,long,Telemetry,Year
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-31,3.65,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-31,3.4425,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-31,4.1825,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-01,3.425,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-01,4.1575003,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-01,3.3075,12.998462,80.264539,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-02,3.0700002,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-02,4.0425,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-02,2.9475,13.008908,80.262662,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-03,2.7425,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-03,2.96,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-03,3.835,13.116967,80.285188,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-04,3.6325,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-04,2.5075,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-04,2.85,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-05,2.575,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-05,2.7725,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-05,3.4575,13.116967,80.285188,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-06,3.3375,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-06,2.7525,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-06,2.6825001,13.008908,80.262662,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-07,2.7400002,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-07,2.7649999,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-07,3.2825003,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-08,2.7575002,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-08,2.6575,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-08,3.235,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-09,2.58,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-09,2.7375002,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-09,3.1925,13.116967,80.285188,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-10,3.1675,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-10,2.7275002,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-10,2.635,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-11,2.5774999,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-11,3.14,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-11,2.1975,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-12,3.0749998,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-12,2.3174999,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-12,1.6600001,13.008908,80.262662,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-13,1.4875,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-13,2.1,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-13,2.985,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-14,2.0275,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-14,1.5475,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-14,2.905,13.116967,80.285188,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-15,2.83,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-15,2.0,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-15,1.6125,13.008908,80.262662,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-16,1.795,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-16,2.7775,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-16,2.02,12.998462,80.264539,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-17,2.025,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-17,2.7375,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-17,1.8974999,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-18,2.7150002,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-18,2.0425,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-18,2.005,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-19,2.0524998,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-19,2.0925,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-19,2.7000003,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-20,2.2125,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-20,2.06,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-20,2.7000003,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-21,2.2775,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-21,2.08,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-21,2.7000003,13.116967,80.285188,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-22,2.7024999,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-22,2.0725,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-22,2.3225,13.008908,80.262662,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-23,2.3575,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-23,2.07,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-23,2.6925,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-24,2.3775,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-24,2.6750002,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-24,2.0675,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-25,2.67,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-25,2.0549998,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-25,2.4225001,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-26,2.6875,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-26,2.4675,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-26,2.07,12.998462,80.264539,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-27,2.0875,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-27,2.5275,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-27,2.7,13.116967,80.285188,1,2022
Vepery,Tamil Nadu,Chennai,CGWB,2022-11-28,1.4,13.08333333,80.27083333,2,2022
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2022-11-28,0.2,13.02222222,80.225,2,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-28,2.095,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-28,2.6875,13.116967,80.285188,1,2022
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2022-11-28,4.48,13.10555556,80.28138889,2,2022
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2022-11-28,1.3,13.04166667,80.20833333,2,2022
Alwarpet,Tamil Nadu,Chennai,CGWB,2022-11-28,2.7,13.025,80.25833333,2,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-28,2.5575,13.008908,80.262662,1,2022
Besant Nagar,Tamil Nadu,Chennai,CGWB,2022-11-28,3.4,13.00138889,80.27,2,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-29,2.6775002,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-29,2.09,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-29,2.5925,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-11-30,2.6800003,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-11-30,2.6025,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-11-30,2.095,12.998462,80.264539,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-01,2.0974998,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-01,2.6225,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-01,2.695,13.116967,80.285188,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-02,2.7075,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-02,2.66,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-02,2.115,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-03,2.6725001,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-03,2.1100001,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-03,2.7124999,13.116967,80.285188,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-04,2.7124999,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-04,2.6925,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-04,2.12,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-05,2.715,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-05,2.115,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-05,2.7075,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-06,2.1325,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-06,2.7425,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-06,2.7325,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-07,2.1600003,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-07,2.7825,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-07,2.76,13.116967,80.285188,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-08,2.795,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-08,2.7875001,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-08,2.1799998,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-09,2.3,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-09,2.08,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-09,2.83,13.116967,80.285188,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-10,2.76,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-10,1.74,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-10,1.6175001,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-11,1.6975,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-11,1.7149999,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-11,2.6174998,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-12,1.7475,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-12,1.6375,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-12,2.5225,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-13,1.735,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-13,1.5575,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-13,2.4375,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-14,1.86,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-14,2.38,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-14,1.5725001,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-15,2.36,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-15,1.9575001,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-15,1.5725,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-16,2.0625,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-16,2.3474998,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-16,1.595,12.998462,80.264539,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-17,1.615,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-17,2.33,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-17,2.13,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-18,2.3325,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-18,1.6225001,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-18,2.2075,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-19,2.3425,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-19,1.635,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-19,2.2675,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-20,1.6475,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-20,2.305,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-20,2.3449998,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-21,2.3525,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-21,1.6624999,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-21,2.3525,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-22,1.6675,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-22,2.385,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-22,2.36,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-23,1.6825,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-23,2.4275002,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-23,2.3674998,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-24,2.45,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-24,2.3725,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-24,1.6850001,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-25,2.3625,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-25,1.6500001,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-25,2.3925,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-26,2.32,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-26,1.625,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-26,2.33,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-27,1.6125001,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-27,2.35,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-27,2.2875,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-28,1.6175001,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-28,2.3825002,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-28,2.2575,13.116967,80.285188,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-29,2.2424998,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-29,2.4350002,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-29,1.63,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-30,2.2350001,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-30,2.4625,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-30,1.6275,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-12-31,2.2450001,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-12-31,1.6525,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-12-31,2.5225,13.008908,80.262662,1,2022
